system,common_name,description,class,responsible_division,responsibility_center,borough,division,line,in_nearest_station,track,from_point,to_point,manufacturer,tag_id,commission_date,original_install_date,latest_install_date,status,department,model,remaining_useful_life_years,legacy_system_id,criticality,switch_2020,is_critical,environment_pilot,age,div,location,structure,structure_2,usage_pilot,usage_category,usage_category_2,structure_3,trouble_calls,tcpm_all,tc_2019,tcpm_2019,tc_2020,tcpm_2020,tc_2021,tcpm_2021,tc_2022,tcpm_2022,weekly_usage_switch_cycles,usage_switch_throw,usage_category_upd,mthbf,structure_upd
303412,IND-A5-453A,SWM: 125 St - Model A-10 (IND-A5-453A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,153-125ST-8AV-A/B/C/D,IND-A-5,130964,130964,,303412,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2513100,1 - Stops Revenue Operation,453A,No,0,33,SG-S4,Mainline,0,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303413,IND-A3-453B,SWM: 125 St - Model A-10 (IND-A3-453B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,153-125ST-8AV-A/B/C/D,IND-A-3,130827,130827,,303413,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2513001,1 - Stops Revenue Operation,453B,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303414,IND-A4-471A,SWM: 125 St - Model A-10 (IND-A4-471A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,153-125ST-8AV-A/B/C/D,IND-A-4,130829,130829,,303414,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2512706,1 - Stops Revenue Operation,471A,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303415,IND-A6-471B,SWM: 125 St - Model A-10 (IND-A6-471B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,153-125ST-8AV-A/B/C/D,IND-A-6,130956,130956,,303415,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2512805,1 - Stops Revenue Operation,471B,No,0,33,SG-S4,Mainline,0,Structure not avail,NA,NA,NA,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,0,250,Light,250,Indoor
303416,IND-A2-481,SWM: 125 St - Model A-10 (IND-A2-481),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,153-125ST-8AV-A/B/C/D,IND-A-2,130666,130666,,303416,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2513506,1 - Stops Revenue Operation,481,No,Dry/Dripping,33,SG-S4,Mainline,Subway,Indoor,1335,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303417,IRT-BBM-5A,SWM: 125 St - Model M5 (IRT-BBM-5A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,306-125ST-BWY7-1,IRT-BB-M,10008,10008,,303417,1/1/1900,3/29/1990,,Installed-Functioning-In Service,DOS,M5,NA,1225706,1 - Stops Revenue Operation,5A,No,0,32,SG-S4,Mainline,0,Structure not avail,NA,NA,NA,OPC,0,0,4,0.333333333,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Outdoor
303418,IRT-BB4-5B,SWM: 125 St - Model M5 (IRT-BB4-5B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,306-125ST-BWY7-1,IRT-BB-4,10144,10144,,303418,1/1/1900,3/29/1990,,Installed-Functioning-In Service,DOS,M5,NA,1225805,1 - Stops Revenue Operation,5B,No,Dry,32,SG-S4,Mainline,Open Cut,Outdoor,1447,1000-2000,890-1777,OPC,5,0.166666667,NA,NA,3,0.25,2,0.166666667,2,0.166666667,0,250,Light,50,Outdoor
303419,IRT-BB1-7A,SWM: 125 St - Model M5 (IRT-BB1-7A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,306-125ST-BWY7-1,IRT-BB-1,10247,10247,,303419,1/1/1900,3/29/1990,,Installed-Functioning-In Service,DOS,M5,NA,1225904,1 - Stops Revenue Operation,7A,No,0,32,SG-S4,Mainline,0,Structure not avail,1447,1000-2000,890-1777,OPC,2,0.066666667,1,0.083333333,NA,NA,1,0.083333333,1,0.083333333,0,250,Light,125,Outdoor
303420,IRT-BBM-7B,SWM: 125 St - Model M5 (IRT-BBM-7B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,306-125ST-BWY7-1,IRT-BB-M,10110,10110,,303420,1/1/1900,3/29/1990,,Installed-Functioning-In Service,DOS,M5,NA,1226001,1 - Stops Revenue Operation,7B,No,Dry,32,SG-S4,Mainline,Open Cut,Outdoor,NA,NA,NA,OPC,0,0,1,0.083333333,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Outdoor
303421,IRT-L2-481A,SWM: 125 St LL - Model M5 (IRT-L2-481A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-2,22734,22734,,303421,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551408,1 - Stops Revenue Operation,481A,No,Dry/Wet,32,SG-S4,Mainline,Subway,Indoor,NA,NA,NA,SUB,9,0.3,NA,NA,NA,NA,4,0.333333333,2,0.166666667,0,250,Light,27.77777778,Indoor
303422,IRT-L2-481B,SWM: 125 St LL - Model M5 (IRT-L2-481B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-2,22994,22994,,303422,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551507,1 - Stops Revenue Operation,481B,No,Dry/Wet,32,SG-S4,Mainline,Subway,Indoor,1662,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
303423,IRT-L1-491,SWM: 125 St LL - Model M5 (IRT-L1-491),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-1,23035,23035,,303423,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1552109,1 - Stops Revenue Operation,491,No,Dry,32,SG-S4,Mainline,Subway,Indoor,2030,2001+,1778+,SUB,5,0.166666667,3,0.25,9,0.75,2,0.166666667,3,0.25,206,26850,Medium,5370,Indoor
303424,IRT-L1-511A,SWM: 125 St LL - Model M5 (IRT-L1-511A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-1,24407,24407,,303424,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551606,1 - Stops Revenue Operation,511A,No,Dry,32,SG-S4,Mainline,Subway,Indoor,2030,2001+,1778+,SUB,2,0.066666667,NA,NA,NA,NA,1,0.083333333,1,0.083333333,0,250,Light,125,Indoor
303425,IRT-L4-511B,SWM: 125 St LL - Model M5 (IRT-L4-511B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4,24530,24530,,303425,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551705,1 - Stops Revenue Operation,511B,No,0,32,SG-S4,Mainline,0,Structure not avail,2030,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303426,IRT-L1-513A,SWM: 125 St LL - Model M5 (IRT-L1-513A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-1,24530,24530,,303426,1/1/1900,7/31/1990,,Installed-Functioning-In Service,DOS,M5,NA,4133104,1 - Stops Revenue Operation,513A,No,0,32,SG-S4,Mainline,0,Structure not avail,2030,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303427,IRT-L4-513B,SWM: 125 St LL - Model M5 (IRT-L4-513B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4,24407,24407,,303427,1/1/1900,7/31/1990,,Installed-Functioning-In Service,DOS,M5,NA,4133203,1 - Stops Revenue Operation,513B,No,0,32,SG-S4,Mainline,0,Structure not avail,2030,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303428,IRT-L4-401,SWM: 125 St UL - Model M5 (IRT-L4-401),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4,22153,22153,,303428,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1550905,1 - Stops Revenue Operation,401,No,Dry,32,SG-S4,Mainline,SUBWAY,Indoor,1758,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,3,0.25,NA,NA,1,0.083333333,0,250,Light,250,Indoor
303429,IRT-L4B-421A,SWM: 125 St UL - Model M5 (IRT-L4B-421A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4B,22909,22909,,303429,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551002,1 - Stops Revenue Operation,421A,No,N/A,32,SG-S4,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303430,IRT-L3-421B,SWM: 125 St UL - Model M5 (IRT-L3-421B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-3,23034,23034,,303430,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551101,1 - Stops Revenue Operation,421B,No,Dry,32,SG-S4,Mainline,SUBWAY,Indoor,1934,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303431,IRT-L4-431A,SWM: 125 St UL - Model M5 (IRT-L4-431A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4,23865,23865,,303431,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551200,1 - Stops Revenue Operation,431A,No,Dry,32,SG-S4,Mainline,Subway,Indoor,0,0-1000,0-889,SUB,5,0.166666667,NA,NA,NA,NA,2,0.166666667,3,0.25,192,25025,Medium,5005,Indoor
303432,IRT-L3-431B,SWM: 125 St UL - Model M5 (IRT-L3-431B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-3,23634,23634,,303432,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551309,1 - Stops Revenue Operation,431B,No,Dry,32,SG-S4,Mainline,Subway,Indoor,0,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,192,25025,Medium,NA,Indoor
303433,IRT-L4-441,SWM: 125 St UL - Model M5 (IRT-L4-441),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-4,23635,23635,,303433,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551804,1 - Stops Revenue Operation,441,No,Dry,32,SG-S4,Mainline,Subway,Indoor,1758,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,192,25025,Medium,NA,Indoor
303434,IRT-L3-451,SWM: 125 St UL - Model M5 (IRT-L3-451),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-3,24672,24672,,303434,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1551903,1 - Stops Revenue Operation,451,No,Dry,32,SG-S4,Mainline,Subway,Indoor,0,0-1000,0-889,SUB,0,0,3,0.25,8,0.666666667,NA,NA,NA,NA,0,250,Light,NA,Indoor
303435,IRT-L1-471,SWM: 125 St UL - Model M5 (IRT-L1-471),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-L-LEXINGTONAV,392-125ST-LEX-4/5/6,IRT-L-1,21713,21713,,303435,1/1/1900,3/28/1990,,Installed-Functioning-In Service,DOS,M5,NA,1552000,1 - Stops Revenue Operation,471,No,0,32,SG-S4,Mainline,0,Structure not avail,1765,1000-2000,890-1777,SUB,7,0.233333333,2,0.166666667,NA,NA,5,0.416666667,1,0.083333333,208,27110,Medium,3872.857143,Indoor
303436,IRT-F3-33,SWM: 135 St - Model A-10 (IRT-F3-33),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-3,13666,13666,,303436,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1305706,1 - Stops Revenue Operation,33,No,Dry,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303437,IRT-F2-43,SWM: 135 St - Model A-10 (IRT-F2-43),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-2,12676,12676,,303437,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1305805,1 - Stops Revenue Operation,43,No,Wet,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303438,IND-A5-503A,SWM: 135 St - Model A-10 (IND-A5-503A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-5,133003,133003,,303438,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,4066701,1 - Stops Revenue Operation,503A,No,N/A,33,SG-S4,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303439,IND-A3-503B,SWM: 135 St - Model A-10 (IND-A3-503B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-3,133133,133133,,303439,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,4066800,1 - Stops Revenue Operation,503B,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,0,0,1,0.083333333,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Indoor
303440,IND-A1-505,SWM: 135 St - Model A-10 (IND-A1-505),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-1,133273,133273,,303440,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2535203,1 - Stops Revenue Operation,505,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303441,IND-A4-523A,SWM: 135 St - Model A-10 (IND-A4-523A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-4,133133,133133,,303441,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534809,1 - Stops Revenue Operation,523A,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303442,IND-A6-523B,SWM: 135 St - Model A-10 (IND-A6-523B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-6,133004,133004,,303442,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534908,1 - Stops Revenue Operation,523B,No,N/A,33,SG-S4,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303443,IND-A2-533,SWM: 135 St - Model A-10 (IND-A2-533),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-2,133274,133274,,303443,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534007,1 - Stops Revenue Operation,533,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1335,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303444,IRT-F2-53A,SWM: 135 St - Model A-10 (IRT-F2-53A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-2,14507,14507,,303444,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1304906,1 - Stops Revenue Operation,53A,No,Dry/Wet,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303445,IRT-F3-53B,SWM: 135 St - Model A-10 (IRT-F3-53B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-3,14638,14638,,303445,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1305003,1 - Stops Revenue Operation,53B,No,Dry,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,2,0.066666667,NA,NA,NA,NA,1,0.083333333,1,0.083333333,0,250,Light,125,Indoor
303446,IND-A3-541,SWM: 135 St - Model A-10 (IND-A3-541),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-3,133201,133201,,303446,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534304,1 - Stops Revenue Operation,541,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,3,0.1,1,0.083333333,NA,NA,1,0.083333333,2,0.166666667,0,250,Light,83.33333333,Indoor
303447,IND-C3-545A,SWM: 135 St - Model A-10 (IND-C3-545A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-C-CONCOURSE,152-135ST-8AV-B/C,IND-C-3/4,133440,133440,,303447,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534700,1 - Stops Revenue Operation,545A,No,0,33,SG-S4,Mainline,0,Structure not avail,195,0-1000,0-889,NA,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,0,250,Light,250,Indoor
303448,IND-A4-545B,SWM: 135 St - Model A-10 (IND-A4-545B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-4,133201,133201,,303448,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2533900,1 - Stops Revenue Operation,545B,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303449,IRT-F2-55A,SWM: 135 St - Model A-10 (IRT-F2-55A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-2,14638,14638,,303449,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1305904,1 - Stops Revenue Operation,55A,No,Dry/Wet,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,1,0.033333333,1,0.083333333,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
303450,IRT-F3-55B,SWM: 135 St - Model A-10 (IRT-F3-55B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-3,14507,14507,,303450,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1306001,1 - Stops Revenue Operation,55B,No,Dry,NA,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
303451,IND-A4-561,SWM: 135 St - Model A-10 (IND-A4-561),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-4,133468,133468,,303451,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534403,1 - Stops Revenue Operation,561,No,Dry,33,SG-S4,Mainline,Subway,Indoor,902,0-1000,890-1777,SUB,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,1231,160467.5,Heavy,NA,Indoor
303452,IND-C2-567A,SWM: 135 St - Model A-10 (IND-C2-567A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-C-CONCOURSE,152-135ST-8AV-B/C,IND-C-2,133955,133955,,303452,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2533702,1 - Stops Revenue Operation,567A,No,Dry,33,SG-S4,Mainline,Subway,Indoor,811,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1020,133110,Heavy,NA,Indoor
303453,IND-A2-567B,SWM: 135 St - Model A-10 (IND-A2-567B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-2,133760,133760,,303453,1/1/1900,10/3/1989,,Installed-Functioning-In Service,DOS,A-10,NA,2534502,1 - Stops Revenue Operation,567B,No,Dry,33,SG-S4,Mainline,Subway,Indoor,845,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1020,133110,Heavy,NA,Indoor
303454,IRT-F3-59,SWM: 135 St - Model A-10 (IRT-F3-59),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-3,14790,14790,,303454,1/1/1900,9/27/2018,,Installed-Functioning-In Service,DOS,A-10,NA,1305102,1 - Stops Revenue Operation,59,No,Dry,4,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,1860,242527.5,Heavy,242527.5,Indoor
303455,IND-A3-603,SWM: 135 St - Model A-10 (IND-A3-603),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-3,133805,133805,,303455,1/1/1900,8/23/1989,,Installed-Functioning-In Service,DOS,A-10,NA,4020301,1 - Stops Revenue Operation,603,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1702,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,1449,188917.5,Heavy,188917.5,Indoor
303456,IND-A1-621A,SWM: 135 St - Model A-10 (IND-A1-621A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-A-8AV/FULTONST,152-135ST-8AV-B/C,IND-A-1,134116,134116,,303456,1/1/1900,8/23/1989,,Installed-Functioning-In Service,DOS,A-10,NA,4020103,1 - Stops Revenue Operation,621A,No,Dry,33,SG-S4,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,2,0.066666667,1,0.083333333,NA,NA,1,0.083333333,1,0.083333333,1000,130500,Heavy,65250,Indoor
303457,IND-C1-621B,SWM: 135 St - Model A-10 (IND-C1-621B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IND,IND-C-CONCOURSE,152-135ST-8AV-B/C,IND-C-1,134320,134320,,303457,1/1/1900,8/23/1989,,Installed-Functioning-In Service,DOS,A-10,NA,4020202,1 - Stops Revenue Operation,621B,No,Dry,33,SG-S4,Mainline,Subway,Indoor,796,0-1000,0-889,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,1000,130500,Heavy,130500,Indoor
303458,IRT-F2-65,SWM: 135 St - Model A-10 (IRT-F2-65),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-F-LENOX/WHITEPLAINS,438-135ST-LWP-2/3,IRT-F-2,14791,14791,,303458,1/1/1900,9/27/2018,,Installed-Functioning-In Service,DOS,A-10,NA,1305201,1 - Stops Revenue Operation,65,No,Dry,4,SG-S4,Mainline,Subway,Indoor,2041,2001+,1778+,SUB,0,0,NA,NA,5,0.416666667,NA,NA,NA,NA,1908,248790,Heavy,NA,Indoor
303459,IRT-BBM-35A,SWM: 137 St-City College - Model M5 (IRT-BBM-35A),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,305-137ST-CITYCOLLEGE-BWY7-1,IRT-BB-M,11397,11397,,303459,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1222603,1 - Stops Revenue Operation,35A,No,0,NA,SG-S4,Mainline,0,Structure not avail,NA,NA,NA,SUB,2,0.066666667,NA,NA,NA,NA,NA,NA,1,0.083333333,40,5220,Medium,2610,Indoor
303460,IRT-BB4-35B,SWM: 137 St-City College - Model M5 (IRT-BB4-35B),SG-SWMCH,DOS-MOW-ELE-SIG,2918,MANHATTAN,IRT,IRT-BB-BROADWAY/7AV,305-137ST-CITYCOLLEGE-BWY7-1,IRT-BB-4,11275,11275,,303460,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1222702,1 - Stops Revenue Operation,35B,No,Dry,NA,SG-S4,Mainline,Subway,Indoor,1427,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,40,5220,Medium,NA,Indoor
